year_lunar_st,year_lunar_ed,year_greg_st,year_greg_ed,event_code,mainCategory,subCategory,vocabularyCode,magnitude,timeDuration,place_provin,place_EN,place_longit,place_latitu
1756,1756,1756,1756,340130029,34,01,300,2,9,江蘇省,Jiangsu,119.69293,33.708995,
1756,1756,1756,1756,340130029,34,01,300,2,9,江蘇省,Jiangsu,120.553937,32.784224,
1756,1756,1756,1756,340130029,34,01,300,2,9,江蘇省,Jiangsu,116.897453,34.699891,
1765,1765,1765,1765,340130029,34,01,300,2,9,江蘇省,Jiangsu,119.311997,33.880774,
1768,1768,1768,1768,340130029,34,01,300,2,9,江蘇省,Jiangsu,119.981765,32.956244,
1771,1771,1771,1771,340100009,34,01,000,0,9,江蘇省,Jiangsu,121.127022,31.551683,
1783,1783,1783,1783,340100099,34,01,000,9,9,江蘇省,Jiangsu,119.188204,32.388233,
1785,1785,1785,1785,340100009,34,01,000,0,9,江蘇省,Jiangsu,121.127022,31.551683,
1785,1785,1785,1785,340130029,34,01,300,2,9,江蘇省,Jiangsu,121.006976,32.078142,
1785,1785,1785,1785,340130029,34,01,300,2,9,江蘇省,Jiangsu,120.568183,32.264155,
1786,1786,1786,1786,340100009,34,01,000,0,9,江蘇省,Jiangsu,120.95298,31.323023,
1786,1786,1786,1786,340130029,34,01,300,2,9,江蘇省,Jiangsu,120.808317,31.655226,
1786,1786,1786,1786,340130029,34,01,300,2,9,江蘇省,Jiangsu,120.625761,31.01201,
1786,1786,1786,1786,340130029,34,01,300,2,9,江蘇省,Jiangsu,120.335992,31.567522,
1786,1786,1786,1786,340130029,34,01,300,2,9,江蘇省,Jiangsu,120.29982,31.833936,
1786,1786,1786,1786,340130029,34,01,300,2,9,江蘇省,Jiangsu,119.19589,31.928152,
1786,1786,1786,1786,340130029,34,01,300,2,9,江蘇省,Jiangsu,119.981765,32.956244,
1786,1786,1786,1786,340130029,34,01,300,2,9,江蘇省,Jiangsu,120.061609,32.508067,
1786,1786,1786,1786,340100009,34,01,000,0,9,江蘇省,Jiangsu,120.092824,32.219519,
1786,1786,1786,1786,340100009,34,01,000,0,9,江蘇省,Jiangsu,121.006976,32.078142,
1786,1786,1786,1786,340100009,34,01,000,0,9,江蘇省,Jiangsu,120.568183,32.264155,
1786,1786,1786,1786,340130029,34,01,300,2,9,江蘇省,Jiangsu,119.280564,33.503341,
1786,1786,1786,1786,340130029,34,01,300,2,9,江蘇省,Jiangsu,118.312504,33.963181,
1786,1786,1786,1786,340130029,34,01,300,2,9,江蘇省,Jiangsu,120.054135,33.30777,
1786,1786,1786,1786,340130029,34,01,300,2,9,江蘇省,Jiangsu,119.69293,33.708995,
1786,1786,1786,1786,340130029,34,01,300,2,9,江蘇省,Jiangsu,120.553937,32.784224,
1786,1786,1786,1786,340130029,34,01,300,2,9,江蘇省,Jiangsu,117.322622,34.311265,
1786,1786,1786,1786,340130029,34,01,300,2,9,江蘇省,Jiangsu,117.876958,33.944061,
1786,1786,1786,1786,340100009,34,01,000,0,9,江蘇省,Jiangsu,119.328894,34.618599,
1786,1786,1786,1786,340100009,34,01,000,0,9,江蘇省,Jiangsu,119.027584,34.888509,
1793,1793,1793,1793,340100209,34,01,002,0,9,江蘇省,Jiangsu,120.808317,31.655226,
